Machine_ID,Operating_Hours,Load_Percentage,Temperature,Vibration,Pressure,Power_Consumption,Last_Maintenance_Days,Breakdown_Count,Ambient_Temperature,Humidity,Failure_Flag
M_0021,20,90,64.36598354482147,2.915437000856192,22.02835753359271,381.9984251502521,11,0,44,43,0
M_0022,20,87,67.59953082177229,2.327721727812401,38.46783234764146,426.2102085450773,12,2,30,55,0
M_0023,17,83,80.58740752611841,3.782837164737892,35.97610335760857,438.94553401060284,170,3,31,37,0
M_0024,8,66,63.10054946634301,1.5602257868899156,32.39101130950879,395.43712238341857,39,3,33,43,0
M_0025,10,86,82.34244289702978,1.159670963765828,29.689453350399077,344.5876423641067,139,2,32,60,0
M_0026,12,74,61.47835553375275,4.610171529378606,36.14419647536277,479.7041065975923,36,2,29,31,0
M_0027,14,87,81.6698040343816,2.1960276011930224,33.44702468390133,380.3739147535601,52,3,37,77,0
M_0028,12,61,59.50468730421488,3.7460881195396842,35.53318892109046,369.5432615393095,31,1,35,33,0
M_0029,23,72,68.82187320743384,1.914543923103784,29.7047395887008,481.9395965666963,33,0,24,30,0
M_0030,9,91,93.96494383129561,3.708421042894582,38.946565429320835,430.50293837781015,141,1,27,84,0
M_0031,19,71,92.08546369766887,4.68354649877845,35.83443937844928,412.8715038029007,146,1,33,49,1
M_0032,23,70,70.87475347482855,2.4728786145848836,32.54768147717966,351.4619668298725,169,1,24,88,0
M_0033,14,76,78.89960586029902,1.0665588932140189,36.279864602155776,440.14020291066106,58,3,43,43,0
M_0034,7,80,87.04068018884884,4.688793913309905,27.90419029083014,544.8259302759873,152,0,27,69,1
M_0035,20,55,81.81296174420471,3.9262443215248912,24.162498203264867,444.025383193927,128,2,44,54,0
M_0036,12,76,72.26535753545176,2.5264287662286917,31.607752565237377,424.80442481462825,31,1,25,89,0
M_0037,17,89,67.51364685963667,2.782047946731354,29.714547770932654,436.0546398243048,55,2,35,54,0
M_0038,13,83,83.68103142957929,1.889347803750314,29.011413288611855,383.5942333415729,10,0,23,32,0
M_0039,20,61,86.30703308614501,4.42025693244196,36.08156019674701,383.1174635203426,130,0,31,34,1
M_0040,8,94,92.15701834394388,2.465284392189355,30.835696066053153,382.47772578818916,15,2,30,67,0
M_0041,19,56,58.127505765469294,1.5812914624525265,31.31784536767742,371.25250223065615,3,0,22,83,0
M_0042,22,59,62.468752117989474,3.2136458815124715,28.36473720622952,382.37775671119914,43,2,31,55,0
M_0043,9,94,86.61923602147081,2.13998663842146,34.40561569639763,382.1446403875541,159,1,24,69,0
M_0044,23,66,59.48469453249823,1.969985424136892,33.509378906539595,387.76577455829346,67,2,25,67,0
M_0045,13,75,87.38549954911933,2.5699007962380547,34.368298384471466,386.366098420995,56,2,38,67,0
M_0046,9,70,72.85067494014608,3.086355315500371,27.513680166819107,412.15059285048505,63,1,37,33,0
M_0047,7,77,69.79086180663316,1.618890244085253,36.520442300234976,403.9396509103923,15,2,35,36,0
M_0048,11,95,77.05428596271469,4.385148925212324,39.19384211883187,408.36812267558514,109,0,42,59,0
M_0049,15,51,61.54631547764501,3.6771597120657873,34.21019198662353,476.1148781672241,116,0,30,59,0
M_0050,9,92,83.24014830598352,2.634637009227269,25.953558563778547,403.8367119358256,92,1,24,85,0
M_0051,23,50,91.89636997694697,2.096656513703002,25.988988578818994,510.54454964003907,138,2,28,48,1
M_0052,17,85,83.70576215814242,2.910774547083336,28.12311522203456,417.6344769911306,166,1,22,68,0
M_0053,7,75,72.53491307445859,3.899435040755722,27.178113929907397,377.63702045585813,47,0,27,64,0
M_0054,15,78,59.61964292234559,3.744584027199679,29.644536871563677,467.47916195234995,57,1,25,69,0
M_0055,9,70,60.00412543797067,4.058504300451178,33.162212331839235,396.0236366145901,50,1,23,62,0
M_0056,19,60,61.703566977606926,2.519622509019678,31.44976220374924,280.3157924132936,71,1,31,62,0
M_0057,21,89,74.87721722887683,0.07507482080332295,31.011445281931444,399.7998429082408,143,0,31,43,0
M_0058,20,60,76.13400063272604,4.247811197916247,28.79398625099927,387.5412081028021,146,0,44,67,1
M_0059,13,85,83.68443510740995,2.832803856927648,29.630770364177252,480.3273693144167,82,1,40,39,0
M_0060,19,98,57.039710135169244,3.666166065471662,33.98287753764501,355.1216657499817,116,1,35,86,0
M_0061,13,88,88.11210230392399,4.669228754640302,19.940209862500925,383.3672590960864,105,0,29,57,1
M_0062,21,89,81.94406318945371,5.434408633237682,29.943047957606343,463.3819688030229,88,1,41,43,0
M_0063,18,84,71.73163706937865,2.3501785218591795,31.439937974636624,419.720426636209,2,0,33,65,0
M_0064,23,83,63.102384582679,3.1339599071656448,33.917915342736464,391.4271587513433,104,1,32,67,0
M_0065,20,96,87.49140641691119,4.3668364606054455,24.949770303580877,362.1757166763483,84,2,28,45,1
M_0066,18,73,71.99906038762616,2.155720981477004,24.685451587734406,417.58728634375154,43,1,26,89,0
M_0067,14,71,74.79981100655571,2.417888406209572,32.91977497439067,398.53494283908657,154,2,31,50,0
M_0068,20,54,78.83611970787932,2.411961421541125,20.47773879871542,361.60853673964016,71,4,24,57,0
M_0069,18,82,65.86801094218389,2.9719096865919776,36.66094555380393,364.2076729336068,166,1,37,62,0
M_0070,6,85,72.17819420974752,2.77987631971003,31.132959957464053,359.2763942777459,94,1,23,35,0
M_0071,12,96,83.6531690202038,2.4062046777436756,37.79360606421719,350.372219311806,42,2,21,70,0
M_0072,14,69,82.64096078496274,2.0342425843937404,24.564638117152434,446.70168799861676,133,2,22,44,0
M_0073,6,68,82.73107206695238,3.8119403283952917,27.818202656408797,439.9696679310219,139,1,31,73,0
M_0074,17,84,63.44820248859568,4.337831020966117,17.96065836536557,446.78372281928966,65,1,22,32,0
M_0075,13,92,72.6341964927086,4.482714794172415,26.02155118502362,400.2249774384262,34,2,23,72,0
M_0076,16,66,71.03606164952195,2.518926442615516,29.080765596390602,387.8685606099922,120,2,25,76,0
M_0077,22,94,79.25178842274701,3.8537246722572776,20.186462099957815,388.7808945054332,1,2,31,64,0
M_0078,13,92,78.35657989648898,3.2363259027277755,28.026865939008005,451.0550786453054,130,0,38,43,0
M_0079,8,83,76.55427330742937,2.4293286513866748,20.06329911569878,308.99260890020855,148,1,29,31,0
M_0080,8,58,99.6573395541993,3.734218218708196,28.712699075442874,374.27569483212886,61,2,20,58,0
M_0081,6,75,72.09193919855963,2.383394945954503,35.73555963554118,355.63271862477916,149,3,36,33,0
M_0082,10,51,70.92176913931456,2.6238233972183114,29.825101249429387,467.9943773294204,88,1,35,55,0
M_0083,15,58,63.43250329663944,1.6232702974963702,38.29103686305901,376.1271238276441,68,2,28,80,0
M_0084,12,58,59.621526740711296,2.535778902566774,33.931462816973045,318.2005582280113,127,0,44,41,0
M_0085,14,89,62.796826227842246,3.253861209014585,36.74073924303486,411.17118211233947,140,1,40,31,0
M_0086,12,66,67.8131807455672,4.568934495677496,26.175273795608582,381.4942902553043,22,3,28,46,0
M_0087,14,50,88.10073094437853,2.646504553798313,26.05429185803699,372.15355961575193,148,0,42,64,0
M_0088,13,74,75.39163904361858,1.9618308529130661,31.72806708192684,366.99840216370865,82,2,28,39,0
M_0089,17,92,76.93330666952734,4.497368970934125,22.111489541835706,365.02576104195964,129,1,31,77,0
M_0090,7,89,74.03726691797904,2.4954475629157824,32.35571874881045,435.42801574283226,30,3,42,51,0
M_0091,6,91,78.65300993021789,1.251618343859135,28.38040091726535,411.18936832789217,126,0,28,70,0
M_0092,21,74,89.02072147217844,3.133093735136784,36.64998418773329,390.10171221847355,97,2,34,72,1
M_0093,10,88,55.06069163731964,2.675226526720825,33.397561270397055,345.0880561576832,24,1,21,50,0
M_0094,8,84,87.1833731558538,5.300395642685171,35.483532151700636,391.55533383060396,14,0,30,44,0
M_0095,17,52,49.84961547464993,3.4753660343472124,26.228969593024765,413.0313928800013,36,1,30,64,0
M_0096,13,99,75.28202711521928,2.8536576463451637,35.24105134380864,414.9327224129745,24,2,27,77,0
M_0097,8,86,96.91907354744416,2.0755027907443964,37.22356247182142,408.04421914958846,95,2,42,50,0
M_0098,6,93,81.80657939531544,3.3301668411929675,29.806430883098297,353.8703666586236,55,1,25,50,0
M_0099,8,93,78.73058935320637,4.456709950061795,26.303246903167558,279.841170370399,24,0,40,50,0
M_0100,10,79,95.01945966802973,3.3118141834772605,26.391063993827952,489.98093800259664,152,0,39,89,0
M_0101,20,87,67.96937101998856,2.152570307882054,36.195064960079826,334.51815629457343,26,1,26,73,0
M_0102,19,83,79.33967422465048,3.538806211751954,43.421728712116554,301.7521020666531,80,3,22,61,0
M_0103,8,61,80.78117097473893,2.9513931051271847,25.09177464912389,406.5257806502048,166,1,27,84,0
M_0104,6,68,69.77597865772974,3.448613103318162,24.7073997497872,314.57407483846396,65,0,37,34,0
M_0105,10,86,70.6588982050402,2.6451926498157796,34.607070903372396,359.76006257125573,75,0,36,68,0
M_0106,19,93,69.5622056677666,2.621704725738788,26.230432353166776,427.4425212904414,179,2,30,38,0
M_0107,12,98,75.87314974008564,2.5822202025682204,35.091776921141346,488.6343634237023,163,0,21,82,0
M_0108,14,66,80.46691605771314,3.9422381514973615,32.32673086763323,419.37559041361885,43,1,44,47,0
M_0109,20,59,76.23230272914662,2.6317747247589085,29.88011348751018,378.042036456156,29,4,40,50,0
M_0110,20,98,82.09461817429856,2.540269268625773,32.20635767260844,397.4290222796579,165,2,43,37,0
M_0111,15,96,55.30852714026452,2.0579340984376335,31.90099184576697,309.57070214125486,81,0,38,73,0
M_0112,18,61,72.81748836257164,3.4540138017167674,29.101967511069123,377.46239454174247,54,2,26,81,0
M_0113,12,65,64.76580689649354,3.3117018021312186,21.218194841807527,377.51091980365277,39,2,37,63,0
M_0114,22,73,78.01722512682899,2.551231775511369,30.893253642945176,407.666433106859,42,4,27,39,0
M_0115,9,68,77.86917428672324,2.290621292442139,37.86530183032082,497.10948063468857,156,1,33,80,0
M_0116,10,57,73.84377885042545,4.876173413227712,21.956156683977383,303.160235563388,29,1,26,70,0
M_0117,12,80,80.10279010532071,1.119556944875162,25.171074899305275,379.61611942127564,171,0,40,86,0
M_0118,18,70,84.97812718264028,3.493172003201721,32.13413487383006,308.3245228004077,131,1,23,53,0
M_0119,20,66,74.39479477693692,4.2914035482160084,30.192959313661405,374.8317953374746,138,0,36,69,1
M_0120,16,72,64.48305111900298,-0.38681376148830005,32.05591079792145,356.7698929441003,142,4,24,53,0
M_0121,9,86,59.18742429080519,3.794140060076179,26.50340896086169,325.28268462492997,175,1,31,85,0
M_0122,18,65,75.36110175330128,2.779745398503912,35.81229143296153,445.65460152648893,42,0,28,61,0
M_0123,12,55,77.41866701513541,3.2560548642832594,30.234502828451056,412.7823851925215,94,2,39,85,0
M_0124,7,57,65.3047611048002,2.67676203547791,33.484927611715285,439.7927814827023,160,2,32,62,0
M_0125,15,74,82.25766823163033,4.0753934456460765,31.60138705485548,373.4173087666253,32,0,44,67,0
M_0126,18,67,70.41043114175426,3.363119341671357,30.87747483980496,396.46417621099584,170,3,37,73,0
M_0127,11,74,58.435671348288494,3.131719889534316,33.134168285140646,479.73203206081575,160,1,39,86,0
M_0128,17,61,87.5643634234519,2.1011393930414073,30.93243976983475,399.86399024454437,26,0,28,85,0
M_0129,17,64,86.43987919202164,4.882292233834189,24.04900485952244,440.3978274579721,115,2,23,80,1
M_0130,16,75,54.84400563336902,3.009931019733271,35.43678412857982,369.12718486416355,129,0,40,88,0
M_0131,12,90,69.37399718346308,5.289805797460459,34.09063643124092,435.800867168213,56,2,27,78,0
M_0132,6,94,68.98416318585724,4.927569385178195,19.46574804321095,372.5540320097349,122,1,20,63,0
M_0133,6,75,91.39488659417503,1.2216490327346192,26.728998575621613,305.1788811970164,106,1,36,40,0
M_0134,18,96,74.00707289958343,2.3450540391973096,35.21180231246404,399.6208556039479,130,0,44,60,0
M_0135,14,81,60.04121801944582,1.9630489940250582,20.865357267610833,376.4848428698019,81,1,28,47,0
M_0136,8,59,83.82104782240879,2.9517939185129376,34.71783440950372,318.76093203013687,158,2,39,52,0
M_0137,12,65,62.69224454233919,3.187164020486162,29.293887321728747,409.5746425836587,120,1,32,89,0
M_0138,11,56,72.39659509278239,3.2299264678934305,36.70141285166996,355.32367575233394,52,4,21,51,0
M_0139,13,66,67.30231122119123,4.054128676018979,29.99426605462268,554.6320639231341,91,0,32,72,0
M_0140,14,72,69.3954490172006,4.493582769308869,26.389660035021862,326.7778883293166,137,3,28,47,1
M_0141,10,75,84.37258089563939,3.967487749238639,31.540428303795704,339.35375287749304,22,3,39,69,0
M_0142,6,70,90.21330161332166,2.439064785776253,29.84807255245007,443.47755533238956,34,1,25,76,0
M_0143,15,71,62.25631253620622,2.2179761348925604,25.945744329296595,393.34890596799556,110,2,20,70,0
M_0144,17,56,81.26076425507817,3.0027618358839363,41.091717415056934,442.4601154631109,49,1,44,76,0
M_0145,20,63,67.67246370310004,3.4261195264046616,25.144509092078426,419.019552694895,129,0,24,68,0
M_0146,14,64,67.98328089975925,2.8168086542828776,18.78522312470103,370.8846436034409,73,0,22,49,0
M_0147,22,56,79.90636221422714,1.6545151637477777,37.90849484060746,331.0453803460184,84,1,23,42,0
M_0148,22,58,64.72097234286305,3.682059508576801,27.082182638420367,453.5541540364016,53,1,20,74,0
M_0149,17,97,79.70602600775045,2.6076852312660965,28.516133695171522,335.577490720535,100,0,33,30,0
M_0150,12,57,82.30113356509735,2.5774872655779566,28.210469676854828,427.94529805820804,124,2,28,81,0
M_0151,7,99,70.67467738300982,2.9453873259419074,27.15174282920837,445.94993786284243,168,1,43,33,0
M_0152,8,72,88.27078102013667,2.760101082919839,26.16903764368277,393.65410979850196,45,0,23,53,0
M_0153,22,78,62.27175387938493,2.6334989444878985,25.015913487515178,384.79262321560986,137,0,37,65,0
M_0154,10,67,88.45406190611672,1.7198746930668105,30.323798808522827,350.81369476694897,105,0,33,65,0
M_0155,22,80,55.56012570514867,2.8877525330483413,27.990062211621826,423.1371358352151,150,4,44,74,1
M_0156,22,79,101.99714140419509,3.702953791906868,33.65181095166973,247.7035584459194,146,2,23,31,1
M_0157,22,88,70.93797761378167,3.264644005121289,32.41347025808077,435.78631695284054,106,3,44,57,1
M_0158,7,84,63.37692843612382,3.9481214391006447,25.36243903237298,405.9738170487857,43,1,29,55,0
M_0159,7,67,72.67328091480002,2.2714549776799933,30.542606380361782,388.8592150140159,167,2,22,52,0
M_0160,10,91,64.53522057375571,1.7219415208821984,27.910808379393234,412.1151137331924,134,3,42,44,0
M_0161,6,88,78.86965298854543,2.7541500210220033,25.041697786831673,331.32218040339353,48,3,26,65,0
M_0162,6,66,88.67657331470147,2.385763381451303,33.447157852575664,279.35036559620585,126,0,29,56,0
M_0163,7,63,65.06543773943322,2.489665016792252,29.393373603458176,423.4287534976981,7,0,32,35,0
M_0164,17,80,80.79399239174003,3.211749718081127,27.962249899147604,465.8273086092345,16,3,23,64,0
M_0165,11,73,59.672646311042406,2.4969194608953447,25.722163817883605,313.02990140316314,129,0,37,68,0
M_0166,9,84,85.32954733228613,1.7499315107936058,24.860316194633306,347.37599615017933,115,2,30,67,0
M_0167,16,93,79.16236366927595,2.441005272118002,39.94384011957273,437.61624465137186,37,2,44,64,0
M_0168,22,94,85.7618332133032,3.3400593668608014,31.670593248149984,417.9444879973426,165,2,23,65,1
M_0169,11,83,73.77653097358895,3.6714806010069174,24.54435481398592,548.1554228153354,125,3,43,39,0
M_0170,10,52,70.64843402145249,3.661422784083347,31.439329491614064,453.7828734412949,81,1,33,59,0
M_0171,7,86,83.16117436057333,3.42447309424791,35.31008088397769,441.77122359465244,62,3,37,82,0
M_0172,11,92,61.91951478441581,2.8319065340347556,30.837588062650212,361.81056500025585,72,0,27,70,0
M_0173,16,89,57.571756682664244,3.4049140989591296,36.870106710665624,426.2402898195341,125,0,29,67,0
M_0174,21,75,74.95038015959962,2.9576643418017627,22.285934289650164,474.7706831237685,161,3,24,58,1
M_0175,21,72,71.10403393141208,3.1130961378202375,20.043389763098947,391.7804617463547,66,0,42,81,0
M_0176,6,93,80.53833331781546,2.06067326213406,31.302587109268767,394.1392713131434,30,1,26,88,0
M_0177,14,88,85.91551424313997,3.0438749637607154,31.382480716869416,407.0676763303466,20,1,31,72,0
M_0178,11,64,80.33014079151138,3.3786662342514115,13.302499108728789,366.77506592638827,82,1,44,68,0
M_0179,21,98,85.11903311826745,3.3411273134397086,26.882119543989923,413.4481757061657,107,3,22,79,1
M_0180,8,53,78.21052333332165,1.7124809739407014,24.956688428082725,412.1986069137841,152,1,23,33,0
M_0181,9,78,79.94595748321099,3.0962607764033825,23.04026879648422,473.99932065903283,132,2,29,34,0
M_0182,8,71,73.8334279016773,1.5561104225360867,24.944791176950947,390.5303778744648,37,0,23,33,0
M_0183,12,74,79.65045461015183,3.173676646138526,32.9789390079968,433.73642730317533,132,2,34,65,0
M_0184,14,62,76.66652828563514,2.298662808397286,24.912974893551457,392.02173590039746,77,1,29,88,0
M_0185,6,67,78.25176796529064,4.705642942525445,25.08438932709079,431.98797208911225,89,0,40,74,0
M_0186,13,82,73.3327596691316,3.11924332929589,21.905973455711603,387.4970772104051,146,1,41,45,0
M_0187,12,65,83.08929200471297,3.801164019823923,36.34454821257913,428.6736493472603,88,2,35,54,0
M_0188,23,94,67.89547450165048,5.11087263702428,32.17316182735317,436.4117914544224,176,1,34,43,1
M_0189,13,91,74.81650979095893,2.182598188911279,17.538218985485493,346.66719334710956,33,1,38,40,0
M_0190,6,93,88.11783900207575,3.4356749109059113,25.08879960388407,455.11877103353004,58,1,39,58,0
M_0191,16,51,65.51278177078875,1.8140889907671538,32.64258942197463,391.67613065259894,28,2,38,63,0
M_0192,23,84,53.38154538247369,3.3448970082499194,36.40696274491418,376.5101652686925,35,2,37,51,0
M_0193,15,91,78.66457166297972,4.765709266450403,34.20419379683328,364.4995944164989,125,0,31,43,0
M_0194,8,83,72.43045509646501,2.3721167855582106,28.221585448710574,414.91001390491203,138,1,44,85,0
M_0195,12,79,85.10862240371839,2.114045686705404,20.343115696034808,399.7689155548239,65,1,35,53,0
M_0196,21,62,73.69484920103007,2.9088257664814368,34.351244969556554,418.5403592770843,42,1,20,88,0
M_0197,21,62,68.95660928436688,5.045817288088285,28.51551574339748,419.511039215924,85,2,35,68,0
M_0198,22,67,74.24182604181787,3.771038919953255,30.34431007307535,430.4292322675089,137,1,21,55,0
M_0199,7,81,85.93068586613211,2.0950853479439893,29.112897808957516,538.8142058076529,111,2,43,72,0
M_0200,6,81,80.75369627192376,4.455060582481769,23.22235250211866,401.98458786659256,15,1,34,65,0
M_0201,21,84,50.66097743451965,1.3449370076668132,31.821251061114946,363.27133067137135,69,1,26,68,0
M_0202,17,88,76.85767492086771,5.136559128802725,31.132295155567235,299.0093333830883,105,3,20,45,1
M_0203,10,95,77.35762132401405,3.856450680015159,27.87105578542601,340.2341600904707,150,1,24,87,0
M_0204,10,78,74.81750034799481,4.763557440006718,32.35552899931243,461.7674325376455,64,0,29,67,0
M_0205,14,98,68.8911010843141,1.3522018916159648,23.13000226288347,435.99622533865534,41,3,41,88,0
M_0206,14,78,86.94531874506444,3.1694418308596863,28.654986120584457,332.5006976742503,71,1,40,61,0
M_0207,8,93,87.44033948134862,2.8661110734342845,30.130637364678943,523.210622049961,56,1,23,35,0
M_0208,21,65,52.96839539174138,1.993020526553359,21.32536183932469,416.33822388307544,151,2,33,63,0
M_0209,21,93,67.02040522258555,1.7039763797486078,29.71451694581973,423.0158359940169,25,1,32,85,0
M_0210,8,96,73.5526934871428,3.507081258759549,33.66822573340648,512.2112589968041,105,2,20,37,0
M_0211,6,59,84.4850820371667,3.597731708113624,28.483845379785663,486.97278604141064,134,2,35,59,0
M_0212,16,79,75.34852876391766,4.299974046725753,29.829425487428278,439.05687379160804,119,0,42,56,0
M_0213,22,74,68.16406199835076,2.496578946673169,32.81172019617083,441.46069704131276,162,1,28,36,0
M_0214,13,88,82.09533577307374,2.85839018984419,28.060999455668636,446.13925480854334,9,1,41,56,0
M_0215,9,69,72.88663914449008,1.6175400750539082,28.511013002278556,387.9516434143992,60,0,35,54,0
M_0216,11,54,73.8259914084504,4.540785811994749,24.116482427337665,414.3396448772099,125,0,38,85,0
M_0217,13,50,74.72841566595923,3.069548087757243,29.925316113396175,428.7160247037356,49,2,34,75,0
M_0218,8,79,80.74308440838485,3.7225885016201055,28.3257575819761,393.66087028107944,51,0,33,70,0
M_0219,21,98,71.91450398326212,3.757905396111012,32.49544897526661,351.7290245142224,70,2,39,44,0
M_0220,8,52,81.86946492647222,4.459107157301978,32.81729977091619,386.6934799345666,37,0,29,54,0
M_0221,23,94,74.26931031592927,2.1686005327325466,33.956045195064405,350.60336960470397,31,0,40,51,0
M_0222,19,63,64.32983413582124,3.6975866003471785,27.458698245524346,403.21862854361154,169,0,31,47,0
M_0223,23,79,74.63223694304551,2.9749912936909584,19.11709457187942,310.97714239967434,62,0,20,41,0
M_0224,7,99,64.84786596854785,5.105677066340631,33.70819873232387,417.0519255253774,93,1,40,52,0
M_0225,8,53,75.40986789775941,2.165635821003983,32.15560482048704,318.43627522159176,14,1,36,80,0
M_0226,21,67,83.29473929231466,4.171426347763872,26.82354197656955,379.82634700034976,164,3,28,74,1
M_0227,14,86,64.26370993997885,3.3503417792283967,32.77470099783669,425.2050537240423,164,1,42,68,0
M_0228,9,74,78.64273405804438,3.297856094206021,22.757050987418793,439.5573355756265,79,4,38,54,0
M_0229,6,97,66.70962541646793,3.0540207260474896,35.151201064351376,433.6179604441751,8,1,44,39,0
M_0230,9,50,77.01700559916547,4.346665822836787,28.33187724102975,415.986695723694,154,0,37,59,0
M_0231,6,95,83.60204242020484,3.2638517010739347,25.855361934975523,344.0363342376254,36,1,26,39,0
M_0232,19,64,53.704869258899585,1.475584661879023,26.89149221880556,449.03041774333786,48,1,28,63,0
M_0233,21,58,63.85524173128655,4.219503568712245,28.842575069998936,345.17993177474443,85,2,41,75,0
M_0234,13,64,71.31020554890078,4.036201832131722,29.939939633502682,454.7287910227163,28,2,40,42,0
M_0235,12,98,78.15040489181615,3.5871376842128475,30.241401401997035,431.38523787408525,51,1,31,83,0
M_0236,8,73,73.33616670641676,1.8715263702524534,27.85196278020938,467.9450757369769,104,3,26,58,0
M_0237,22,53,74.5411921801908,2.0268846397786797,31.001197867307397,401.24342420081484,170,1,33,67,0
M_0238,6,61,95.42984525351257,1.122557114763891,30.04139637166717,359.061794639449,101,0,34,70,0
M_0239,21,86,62.87542721150773,3.4603298731798136,26.762135022128003,335.3673737920375,29,1,34,74,0
M_0240,17,86,86.3548501636277,1.6504511518256304,26.00904687789368,340.9210332713537,127,2,25,38,0
M_0241,19,92,71.50021872845583,1.2812491071378354,33.04182771447419,318.16126256964935,82,1,40,42,0
M_0242,11,55,80.49474792498734,4.274989119300043,32.62163017998952,447.10014584682824,10,1,33,66,0
M_0243,11,88,96.289465557456,3.768179564462847,30.285681775806317,453.37084765162,106,0,21,43,0
M_0244,18,95,81.88678023685426,2.666828335169073,34.620977329951,427.6849962628424,167,0,27,66,0
M_0245,13,73,78.7249570979,2.8659534167428045,20.193361719161828,398.34795439633604,1,0,32,38,0
M_0246,7,60,90.99122335149376,0.5926557930160579,27.178026792466483,503.04797182312564,39,0,42,37,0
M_0247,6,62,86.24798644593191,3.9167449190592203,24.21841443832678,395.0925758517996,21,1,25,68,0
M_0248,20,83,67.00605923838565,2.307268535511316,41.281361325689254,411.04584040719465,65,1,24,69,0
M_0249,6,74,77.94524742453855,3.3302908631331407,33.56609910197993,397.60742433354403,15,1,24,83,0
M_0250,10,56,57.82504265859241,0.511437738208516,29.604690081708622,383.08459667682763,132,0,44,32,0
M_0251,21,53,69.59846611625748,3.9775680321615456,33.924952894230785,431.5487244915549,61,1,20,84,0
M_0252,9,57,78.1405296759986,2.247155230614276,35.58137831877558,368.3251655397739,148,4,28,85,0
M_0253,8,69,68.97894647218742,1.6239577362106457,35.52815845762036,364.971108674268,138,2,25,76,0
M_0254,22,78,77.73366745971924,2.660398365511633,34.608517425501766,434.07346927046774,87,0,39,69,0
M_0255,22,94,74.8661538434696,2.403604782064515,28.68729838358969,375.11958167188305,105,2,26,62,0
M_0256,17,95,80.36416732395043,4.074267612909866,27.49317290258024,406.674101403759,34,0,28,61,0
M_0257,19,59,70.75800977971889,2.579604877638373,25.189054100096573,382.93359401182363,124,1,24,36,0
M_0258,11,92,65.59851085563287,4.362617026613368,32.512236333645035,399.4224350886676,110,1,33,48,0
M_0259,8,83,89.7812682617326,3.330142615789073,29.205321323356095,366.3355440766688,176,1,24,63,0
M_0260,14,75,70.04303257310056,3.8943678872123746,27.90764484741402,367.9705623625453,33,2,27,43,0
M_0261,10,90,81.60010593117119,2.9978335467721138,27.64669319136099,359.0133939094858,98,3,26,79,0
M_0262,22,98,89.35247026472535,4.272058982339884,37.250963153173444,442.1665054930726,61,2,32,76,1
M_0263,19,52,76.62669998997532,1.846376009717324,34.76340206420836,408.5942417125665,10,0,32,75,0
M_0264,8,55,66.43693430556851,3.113624457494327,39.15196928064083,445.9275411896832,84,1,27,85,0
M_0265,6,54,73.21390025452655,2.603564170568585,32.645081499460545,451.2693282271981,65,0,30,86,0
M_0266,6,54,85.17540916606754,4.396628479507312,30.28477220127449,377.00428364321635,77,1,37,48,0
M_0267,8,96,77.06247545737862,4.499034404659426,29.872987746275378,444.07924921942816,1,2,44,80,0
M_0268,23,72,62.948582077957234,3.0004212592371187,24.898492263692635,399.29396390332835,133,2,38,83,0
M_0269,15,98,80.96643833533713,1.7084888989041949,23.692905041242994,392.0663247260374,80,0,25,88,0
