Student_ID,Age,Marks,Department
327,19.0,58.0,Mathematics
328,29.0,48.0,Mathematics
329,240.0,65.0,Computer Science
330,,48.0,Chemistry
331,25.0,91.0,Biology
332,20.0,89.0,Chemistry
333,24.0,57.0,Physics
334,24.0,43.0,Biology
335,,,Mathematics
336,27.0,89.0,Computer Science
337,29.0,47.0,Biology
338,25.0,76.0,Biology
339,18.0,68.0,Chemistry
340,23.0,60.0,nan
341,21.0,79.0,Mathematics
342,19.0,80.0,Physics
343,24.0,54.0,nan
344,27.0,86.0,Computer Science
345,20.0,,Physics
346,26.0,47.0,Physics
347,26.0,98.0,Physics
348,22.0,74.0,nan
349,27.0,82.0,Chemistry
350,19.0,99.0,Physics
351,,56.0,Mathematics
352,20.0,51.0,Computer Science
353,19.0,60.0,Computer Science
354,24.0,-10.0,Chemistry
355,26.0,95.0,nan
356,26.0,66.0,Computer Science
357,,98.0,Chemistry
358,20.0,61.0,Computer Science
359,21.0,99.0,Mathematics
360,25.0,44.0,Chemistry
361,18.0,47.0,nan
362,20.0,51.0,nan
363,28.0,58.0,Computer Science
364,29.0,50.0,nan
365,23.0,97.0,nan
366,28.0,93.0,Biology
367,21.0,78.0,Physics
368,29.0,150.0,Computer Science
369,26.0,,Mathematics
370,28.0,50.0,Biology
371,21.0,43.0,Biology
372,21.0,45.0,Biology
373,26.0,99.0,Biology
374,19.0,67.0,Physics
375,21.0,87.0,Biology
376,18.0,93.0,computer science
377,26.0,94.0,nan
378,20.0,99.0,Computer Science
379,25.0,64.0,Mathematics
380,26.0,73.0,nan
381,19.0,82.0,Biology
382,20.0,81.0,nan
383,27.0,68.0,Computer Science
384,20.0,86.0,Computer Science
385,25.0,57.0,Physics
386,,47.0,Biology
387,25.0,93.0,Physics
388,,54.0,Biology
389,23.0,50.0,Biology
390,27.0,44.0,Physics
391,22.0,79.0,Mathematics
392,22.0,49.0,Biology
393,26.0,72.0,Biology
394,20.0,73.0,Computer Science
395,23.0,,nan
396,28.0,46.0,Chemistry
397,23.0,65.0,Biology
398,29.0,90.0,Chemistry
399,25.0,72.0,Biology
400,26.0,70.0,Biology
401,25.0,95.0,Chemistry
402,21.0,59.0,Physics
403,20.0,80.0,Computer Science
404,20.0,83.0,nan
405,19.0,72.0,Physics
406,23.0,56.0,Biology
407,26.0,44.0,Chemistry
408,19.0,73.0,nan
409,25.0,-10.0,Mathematics
410,27.0,61.0,Computer Science
411,19.0,93.0,Chemistry
412,23.0,,Chemistry
413,22.0,55.0,Mathematics
414,18.0,59.0,Biology
415,26.0,,Mathematics
416,24.0,77.0,Computer Science
417,22.0,,Biology
418,24.0,49.0,Computer Science
419,,40.0,Physics
420,25.0,77.0,Chemistry
421,25.0,50.0,Computer Science
422,21.0,46.0,Chemistry
423,20.0,,Physics
424,23.0,79.0,Biology
425,25.0,43.0,Mathematics
426,20.0,46.0,Physics
427,29.0,89.0,Computer Science
428,,,Chemistry
429,27.0,67.0,Computer Science
430,23.0,93.0,Biology
431,19.0,,Computer Science
432,24.0,76.0,Biology
433,26.0,79.0,Chemistry
434,26.0,76.0,Physics
435,19.0,91.0,Chemistry
436,23.0,46.0,Chemistry
437,29.0,150.0,Chemistry
438,19.0,90.0,Chemistry
439,,58.0,Chemistry
440,,46.0,Biology
441,18.0,,Biology
442,28.0,56.0,Computer Science
443,29.0,82.0,Physics
444,18.0,61.0,Physics
445,24.0,66.0,Computer Science
446,-5.0,66.0,Physics
447,26.0,49.0,Physics
448,25.0,70.0,Chemistry
449,26.0,43.0,Physics
450,25.0,43.0,Computer Science
451,22.0,91.0,Physics
452,25.0,61.0,Chemistry
453,27.0,42.0,Computer Science
454,19.0,96.0,nan
455,21.0,76.0,Biology
456,,96.0,nan
457,20.0,92.0,Mathematics
458,25.0,75.0,Biology
459,21.0,64.0,Computer Science
460,,78.0,Biology
461,28.0,83.0,Mathematics
462,24.0,85.0,Chemistry
463,25.0,58.0,Computer Science
464,22.0,95.0,Mathematics
465,26.0,46.0,Mathematics
466,21.0,74.0,Physics
467,19.0,40.0,Mathematics
468,240.0,54.0,Mathematics
469,18.0,41.0,Biology
470,20.0,58.0,Biology
471,19.0,65.0,Computer Science
472,29.0,42.0,Chemistry
473,29.0,75.0,Biology
474,,150.0,chemistry
475,19.0,,Physics
476,18.0,86.0,Computer Science
477,24.0,88.0,Computer Science
478,23.0,,Mathematics
479,24.0,40.0,Computer Science
480,28.0,85.0,Biology
481,22.0,82.0,Biology
482,24.0,90.0,Biology
483,,56.0,Mathematics
484,18.0,97.0,Computer Science
485,21.0,150.0,Computer Science
486,25.0,83.0,Chemistry
487,19.0,91.0,nan
488,20.0,41.0,nan
489,26.0,89.0,nan
490,21.0,79.0,Mathematics
491,,45.0,Mathematics
492,27.0,58.0,nan
493,23.0,45.0,Physics
494,24.0,,nan
495,25.0,53.0,physics
496,27.0,45.0,Biology
497,26.0,65.0,Computer Science
498,25.0,80.0,Physics
499,20.0,80.0,nan
500,22.0,71.0,Mathematics
501,25.0,41.0,Computer Science
502,22.0,70.0,Physics
503,26.0,88.0,Mathematics
504,25.0,89.0,Mathematics
505,29.0,98.0,nan
506,23.0,93.0,Chemistry
507,24.0,84.0,nan
508,21.0,,Chemistry
509,26.0,59.0,Biology
510,18.0,,Computer Science
511,27.0,51.0,Physics
512,19.0,96.0,Mathematics
513,18.0,78.0,Computer Science
514,23.0,82.0,Mathematics
515,29.0,,Physics
516,28.0,68.0,Physics
517,25.0,,Chemistry
518,24.0,71.0,Chemistry
519,28.0,45.0,Mathematics
520,23.0,40.0,Physics
521,21.0,55.0,Computer Science
522,21.0,150.0,Mathematics
523,,47.0,Biology
524,28.0,,nan
525,27.0,73.0,Physics
526,21.0,94.0,Computer Science
527,22.0,49.0,Chemistry
528,28.0,80.0,Mathematics
529,23.0,,Biology
530,25.0,82.0,nan
531,29.0,65.0,Mathematics
532,23.0,83.0,Physics
533,29.0,86.0,Biology
534,24.0,88.0,Computer Science
535,,57.0,Chemistry
536,19.0,56.0,Computer Science
537,,96.0,Biology
538,25.0,54.0,nan
539,25.0,77.0,Mathematics
540,20.0,89.0,Biology
541,19.0,95.0,Physics
542,18.0,42.0,Biology
543,26.0,94.0,Chemistry
544,19.0,75.0,Biology
545,29.0,93.0,Biology
546,29.0,,Chemistry
547,18.0,68.0,Physics
548,,,Mathematics
549,20.0,,Physics
550,25.0,43.0,Chemistry
551,24.0,65.0,Chemistry
552,19.0,,Mathematics
553,27.0,82.0,Chemistry
554,25.0,85.0,Biology
555,23.0,75.0,Chemistry
556,29.0,40.0,Biology
557,27.0,47.0,Chemistry
558,27.0,47.0,Computer Science
559,29.0,,Biology
560,18.0,86.0,Physics
561,19.0,67.0,nan
562,,78.0,Chemistry
563,20.0,70.0,Biology
564,23.0,90.0,Computer Science
565,18.0,80.0,Mathematics
566,,89.0,Chemistry
567,29.0,82.0,Physics
568,18.0,93.0,Biology
569,20.0,87.0,Biology
570,21.0,78.0,Chemistry
571,,75.0,Chemistry
572,24.0,67.0,Biology
573,25.0,76.0,nan
574,-5.0,85.0,Chemistry
575,27.0,,Computer Science
576,22.0,45.0,Biology
577,19.0,99.0,Biology
578,19.0,52.0,Physics
579,18.0,78.0,Chemistry
580,29.0,64.0,Physics
581,,150.0,Mathematics
582,25.0,43.0,Biology
583,23.0,50.0,Physics
584,26.0,84.0,Chemistry
585,27.0,82.0,Computer Science
586,29.0,60.0,Biology
587,19.0,74.0,Mathematics
588,240.0,,Computer Science
589,,53.0,Mathematics
590,,53.0,Biology
591,,97.0,Physics
592,19.0,43.0,Mathematics
593,19.0,91.0,Chemistry
594,20.0,57.0,Biology
595,18.0,99.0,Chemistry
596,22.0,91.0,Biology
597,,40.0,Chemistry
598,28.0,65.0,Chemistry
599,22.0,49.0,Mathematics
600,19.0,77.0,Physics
601,21.0,47.0,Biology
602,21.0,50.0,nan
603,28.0,93.0,Chemistry
604,,43.0,Biology
605,22.0,74.0,Chemistry
606,28.0,71.0,Chemistry
607,25.0,,Chemistry
608,21.0,40.0,Physics
609,20.0,52.0,Chemistry
610,29.0,89.0,Physics
611,,89.0,nan
612,20.0,40.0,physics
613,25.0,96.0,Biology
614,20.0,68.0,Computer Science
615,24.0,66.0,Mathematics
616,25.0,40.0,Physics
617,21.0,72.0,Physics
618,22.0,90.0,Computer Science
619,29.0,150.0,Chemistry
620,26.0,,Computer Science
621,22.0,90.0,Mathematics
622,19.0,49.0,Physics
623,-5.0,86.0,Computer Science
624,21.0,66.0,nan
625,29.0,73.0,Physics
626,23.0,,Biology
627,23.0,77.0,Computer Science
628,28.0,59.0,Computer Science
629,27.0,,Physics
630,22.0,77.0,Computer Science
631,24.0,71.0,Mathematics
632,28.0,150.0,Chemistry
633,28.0,97.0,Mathematics
634,26.0,75.0,Biology
635,29.0,60.0,Computer Science
636,,45.0,nan
637,18.0,61.0,Chemistry
638,24.0,,Physics
639,,56.0,Mathematics
640,28.0,150.0,Biology
641,18.0,45.0,Biology
642,,90.0,Chemistry
643,25.0,41.0,physics
644,28.0,43.0,Physics
645,18.0,91.0,Chemistry
646,18.0,,Mathematics
647,27.0,54.0,Biology
648,,51.0,nan
649,23.0,66.0,Physics
650,19.0,60.0,Chemistry
651,,61.0,Computer Science
652,19.0,69.0,Physics
653,19.0,70.0,Computer Science
654,27.0,61.0,Biology
655,20.0,84.0,Mathematics
656,18.0,93.0,Computer Science
657,23.0,63.0,Physics
658,,72.0,Physics
659,29.0,82.0,Biology
660,21.0,61.0,Mathematics
661,21.0,64.0,Physics
662,27.0,,nan
663,29.0,65.0,Computer Science
664,21.0,60.0,Chemistry
665,24.0,72.0,Biology
666,27.0,82.0,Computer Science
667,29.0,74.0,Physics
668,28.0,78.0,Physics
669,19.0,66.0,Mathematics
670,20.0,51.0,Physics
671,,64.0,Physics
672,,62.0,physics
673,26.0,54.0,Chemistry
674,,71.0,Chemistry
675,18.0,64.0,Biology
676,23.0,42.0,Mathematics
677,22.0,88.0,Mathematics
678,29.0,66.0,Computer Science
679,18.0,89.0,Mathematics
680,22.0,90.0,Physics
681,26.0,66.0,Physics
682,21.0,98.0,Chemistry
683,24.0,60.0,Biology
684,19.0,75.0,Computer Science
685,22.0,58.0,Biology
686,18.0,73.0,Physics
687,25.0,76.0,biology
688,25.0,90.0,Biology
689,23.0,91.0,Physics
690,28.0,81.0,Chemistry
691,,-10.0,Biology
692,24.0,150.0,Biology
693,,70.0,Mathematics
694,29.0,43.0,Mathematics
695,29.0,65.0,nan
696,29.0,92.0,Chemistry
697,28.0,52.0,Computer Science
698,18.0,97.0,Physics
699,,47.0,Computer Science
700,27.0,59.0,nan
701,22.0,89.0,Computer Science
702,22.0,49.0,Chemistry
703,20.0,61.0,Mathematics
704,19.0,,Chemistry
705,19.0,61.0,Biology
706,24.0,85.0,Mathematics
707,29.0,52.0,Mathematics
708,,52.0,Biology
709,29.0,91.0,Physics
710,27.0,87.0,Physics
711,,61.0,Physics
712,18.0,71.0,Physics
713,20.0,81.0,Physics
714,26.0,90.0,Computer Science
715,20.0,59.0,Biology
716,24.0,74.0,Biology
717,240.0,60.0,Physics
718,240.0,87.0,Mathematics
719,19.0,,Mathematics
720,26.0,98.0,Mathematics
721,19.0,47.0,Mathematics
722,24.0,45.0,Mathematics
723,20.0,90.0,Computer Science
724,26.0,98.0,Physics
725,,97.0,Mathematics
726,25.0,66.0,Physics
727,21.0,62.0,Computer Science
728,19.0,58.0,Computer Science
729,,80.0,Physics
730,,62.0,Biology
731,,66.0,Chemistry
732,29.0,60.0,Biology
733,22.0,96.0,Chemistry
734,28.0,,Chemistry
735,26.0,40.0,nan
736,24.0,91.0,Biology
737,,82.0,Computer Science
738,24.0,84.0,mathematics
739,25.0,53.0,nan
740,24.0,86.0,Physics
741,,56.0,Physics
742,19.0,59.0,Biology
743,19.0,65.0,Biology
744,25.0,66.0,Mathematics
745,25.0,97.0,Chemistry
746,28.0,78.0,Biology
747,28.0,71.0,Chemistry
748,20.0,55.0,Chemistry
749,19.0,,Mathematics
750,28.0,67.0,Biology
751,,90.0,Computer Science
752,21.0,50.0,Mathematics
753,24.0,87.0,Physics
754,28.0,150.0,Mathematics
755,25.0,81.0,Biology
756,24.0,54.0,Biology
757,29.0,,Chemistry
758,25.0,64.0,Computer Science
759,20.0,44.0,Mathematics
760,20.0,67.0,nan
761,20.0,-10.0,nan
762,18.0,71.0,nan
763,240.0,88.0,mathematics
764,26.0,82.0,nan
765,20.0,92.0,Mathematics
766,21.0,70.0,Computer Science
767,18.0,91.0,Physics
768,25.0,93.0,Chemistry
769,21.0,71.0,Computer Science
770,23.0,98.0,Mathematics
771,20.0,58.0,Computer Science
772,21.0,97.0,Mathematics
773,19.0,49.0,Mathematics
774,27.0,66.0,Chemistry
775,27.0,,Computer Science
776,21.0,71.0,Physics
777,18.0,61.0,Mathematics
778,25.0,47.0,Computer Science
779,22.0,44.0,Mathematics
780,19.0,69.0,Chemistry
781,26.0,74.0,Mathematics
782,19.0,47.0,Biology
783,18.0,66.0,Physics
784,23.0,46.0,Physics
785,27.0,66.0,Computer Science
786,18.0,61.0,nan
787,,68.0,Chemistry
788,,55.0,nan
789,29.0,80.0,Mathematics
790,28.0,69.0,nan
791,27.0,,Biology
792,20.0,72.0,Computer Science
793,21.0,,Chemistry
794,27.0,82.0,Mathematics
795,20.0,79.0,Computer Science
796,21.0,,Biology
797,19.0,92.0,Chemistry
798,19.0,97.0,Chemistry
799,19.0,85.0,Biology
800,29.0,89.0,Biology
801,26.0,54.0,Chemistry
802,20.0,70.0,Chemistry
803,22.0,73.0,Biology
804,,92.0,nan
805,22.0,49.0,Physics
806,,93.0,Chemistry
807,29.0,47.0,Biology
808,18.0,41.0,Biology
809,27.0,78.0,nan
810,18.0,75.0,biology
811,19.0,60.0,Mathematics
812,27.0,41.0,Computer Science
813,28.0,55.0,Physics
814,19.0,87.0,Chemistry
815,19.0,52.0,Biology
816,28.0,61.0,Chemistry
817,25.0,88.0,Computer Science
818,22.0,63.0,Biology
819,22.0,81.0,Chemistry
820,19.0,64.0,Mathematics
821,27.0,89.0,Chemistry
822,18.0,49.0,Biology
823,26.0,43.0,Physics
824,27.0,,Computer Science
825,240.0,48.0,Computer Science
826,23.0,74.0,Physics
827,25.0,48.0,Biology
828,18.0,79.0,Biology
829,24.0,88.0,Physics
830,18.0,54.0,Physics
831,26.0,55.0,Computer Science
832,23.0,64.0,Chemistry
833,21.0,,Computer Science
834,18.0,63.0,Physics
835,26.0,86.0,Physics
836,24.0,150.0,Computer Science
837,27.0,51.0,Computer Science
838,19.0,49.0,Computer Science
839,27.0,95.0,Computer Science
840,,56.0,Biology
841,,97.0,Mathematics
842,23.0,-10.0,Computer Science
843,20.0,79.0,nan
844,19.0,56.0,Biology
845,26.0,98.0,nan
846,21.0,81.0,Biology
847,,96.0,Chemistry
848,22.0,81.0,Mathematics
849,21.0,95.0,nan
850,28.0,86.0,Chemistry
851,22.0,58.0,Computer Science
852,,40.0,Physics
853,29.0,81.0,Biology
854,27.0,97.0,nan
855,27.0,46.0,Physics
856,18.0,150.0,Computer Science
857,28.0,68.0,Chemistry
858,24.0,50.0,Computer Science
859,29.0,47.0,Biology
860,24.0,83.0,nan
861,27.0,96.0,Chemistry
862,27.0,48.0,Computer Science
863,22.0,71.0,Mathematics
864,27.0,88.0,nan
865,23.0,,Computer Science
866,24.0,,Physics
867,23.0,62.0,Biology
868,26.0,95.0,Mathematics
869,28.0,81.0,Biology
870,23.0,42.0,Biology
871,23.0,,nan
872,19.0,41.0,Mathematics
873,-5.0,52.0,Chemistry
874,29.0,96.0,nan
875,19.0,41.0,mathematics
876,28.0,,Mathematics
877,28.0,,Mathematics
878,26.0,75.0,Physics
879,28.0,73.0,Mathematics
880,22.0,79.0,Computer Science
881,,58.0,Computer Science
882,,65.0,Computer Science
883,29.0,78.0,Physics
884,18.0,66.0,Physics
885,21.0,,Physics
886,22.0,65.0,Mathematics
887,,88.0,Biology
888,22.0,89.0,nan
889,19.0,40.0,Chemistry
890,22.0,61.0,Chemistry
891,23.0,92.0,Physics
892,26.0,83.0,Biology
893,25.0,90.0,Biology
894,24.0,,Computer Science
895,19.0,51.0,Physics
896,20.0,81.0,Chemistry
897,22.0,,Biology
898,24.0,68.0,Computer Science
899,19.0,45.0,Mathematics
900,19.0,48.0,Mathematics
901,27.0,82.0,Computer Science
902,23.0,63.0,Chemistry
903,23.0,,Computer Science
904,19.0,65.0,Chemistry
905,27.0,88.0,Physics
906,26.0,65.0,nan
907,20.0,66.0,Physics
908,25.0,78.0,Biology
909,19.0,45.0,Computer Science
910,25.0,97.0,Physics
911,21.0,73.0,Biology
912,26.0,,Computer Science
913,26.0,82.0,Computer Science
914,22.0,77.0,Chemistry
915,29.0,94.0,Biology
916,,76.0,Computer Science
917,,56.0,Computer Science
918,25.0,67.0,Computer Science
919,23.0,79.0,Chemistry
920,,,Computer Science
921,,,Chemistry
922,,58.0,Computer Science
923,,67.0,Biology
924,28.0,95.0,Mathematics
925,22.0,55.0,nan
926,21.0,,Physics
927,25.0,66.0,Computer Science
928,29.0,70.0,Physics
929,26.0,61.0,Biology
930,,63.0,Biology
931,26.0,99.0,Physics
932,20.0,,Computer Science
933,29.0,91.0,Mathematics
934,,,Physics
935,26.0,55.0,Chemistry
936,19.0,,Physics
937,240.0,65.0,Physics
938,19.0,88.0,Mathematics
939,,92.0,Physics
940,24.0,61.0,Physics
941,27.0,66.0,Computer Science
942,25.0,92.0,Mathematics
943,21.0,,Biology
944,24.0,85.0,Computer Science
945,,92.0,nan
946,27.0,91.0,nan
947,21.0,88.0,Mathematics
948,29.0,69.0,Chemistry
949,29.0,,Physics
950,29.0,54.0,nan
951,21.0,92.0,Chemistry
952,24.0,,Chemistry
953,27.0,89.0,Mathematics
954,21.0,45.0,Biology
955,20.0,45.0,Mathematics
956,27.0,92.0,Mathematics
957,27.0,84.0,Physics
958,20.0,98.0,Chemistry
959,25.0,76.0,Computer Science
960,20.0,65.0,Computer Science
961,29.0,48.0,Mathematics
962,23.0,98.0,Chemistry
963,22.0,,Physics
964,28.0,77.0,Computer Science
965,19.0,41.0,Chemistry
966,28.0,95.0,Physics
967,24.0,79.0,chemistry
968,,97.0,Physics
969,24.0,66.0,nan
970,,70.0,Mathematics
971,18.0,62.0,Mathematics
972,20.0,79.0,Mathematics
973,21.0,72.0,Physics
974,27.0,77.0,Mathematics
975,22.0,68.0,Physics
976,28.0,94.0,Biology
977,27.0,61.0,Computer Science
978,27.0,57.0,Chemistry
979,25.0,40.0,nan
980,21.0,70.0,Chemistry
981,28.0,82.0,Mathematics
982,18.0,86.0,Biology
983,29.0,48.0,Mathematics
984,29.0,43.0,Biology
985,26.0,95.0,Physics
986,20.0,73.0,Mathematics
987,29.0,74.0,Mathematics
988,21.0,60.0,Physics
989,240.0,45.0,nan
990,24.0,46.0,Biology
991,26.0,71.0,Chemistry
992,23.0,97.0,Mathematics
993,21.0,41.0,Physics
994,23.0,72.0,Biology
995,24.0,82.0,Mathematics
996,,98.0,Physics
997,22.0,41.0,Chemistry
998,27.0,78.0,Computer Science
999,24.0,47.0,Biology
1000,20.0,69.0,Chemistry
1001,19.0,56.0,Physics
1002,22.0,40.0,Physics
1003,20.0,,nan
1004,29.0,94.0,nan
1005,22.0,99.0,Physics
1006,21.0,68.0,nan
1007,26.0,74.0,Mathematics
1008,19.0,51.0,Biology
1009,19.0,68.0,Chemistry
1010,19.0,63.0,Chemistry
1011,21.0,83.0,nan
1012,19.0,67.0,Chemistry
1013,19.0,74.0,Chemistry
1014,29.0,50.0,Computer Science
1015,21.0,53.0,Mathematics
1016,240.0,81.0,Mathematics
1017,26.0,48.0,Biology
1018,19.0,48.0,nan
1019,23.0,94.0,Chemistry
1020,28.0,41.0,Computer Science
1021,19.0,47.0,Biology
1022,28.0,84.0,nan
1023,28.0,74.0,Biology
1024,21.0,64.0,Physics
1025,,99.0,Chemistry
1026,18.0,93.0,Biology
1027,19.0,55.0,nan
1028,27.0,72.0,Computer Science
1029,19.0,94.0,Physics
1030,25.0,89.0,Computer Science
1031,23.0,84.0,physics
1032,29.0,58.0,Mathematics
1033,29.0,85.0,Computer Science
1034,20.0,90.0,Physics
1035,21.0,79.0,Mathematics
1036,20.0,51.0,Biology
1037,23.0,72.0,Chemistry
1038,,77.0,Mathematics
1039,,49.0,Chemistry
1040,18.0,91.0,Mathematics
1041,23.0,84.0,Chemistry
1042,20.0,68.0,nan
1043,26.0,49.0,Mathematics
1044,28.0,99.0,Biology
1045,19.0,73.0,Mathematics
1046,22.0,63.0,Mathematics
1047,25.0,45.0,Computer Science
1048,18.0,70.0,Biology
1049,21.0,43.0,Computer Science
1050,,74.0,Computer Science
1051,20.0,48.0,Mathematics
1052,24.0,93.0,Physics
1053,21.0,62.0,Physics
1054,21.0,75.0,Computer Science
1055,18.0,70.0,Computer Science
1056,25.0,56.0,Physics
1057,29.0,55.0,Physics
1058,28.0,85.0,Computer Science
1059,21.0,62.0,Computer Science
1060,25.0,82.0,Computer Science
1061,21.0,,Computer Science
1062,22.0,67.0,Chemistry
1063,21.0,94.0,Computer Science
1064,27.0,44.0,Chemistry
1065,,62.0,Biology
1066,27.0,70.0,Chemistry
1067,20.0,84.0,Chemistry
1068,22.0,60.0,Computer Science
